"""Munic¡pio"";""Quantidade aprovada"";""Valor aprovado"""
"""313720 LAGOA DA PRATA"";648894;32229580,22"
"""313750 LAGOA FORMOSA"";62590;2332129,34"
"""313760 LAGOA SANTA"";306731;19280939,71"
"""313770 LAJINHA"";12758;2004122,70"
"""313780 LAMBARI"";13757;2019305,55"
"""313800 LARANJAL"";2929;173315,62"
"""313820 LAVRAS"";1007032;73293783,37"
"""313840 LEOPOLDINA"";609987;28941887,40"
"""313860 LIMA DUARTE"";39058;2407678,28"
"""313880 LUZ"";146945;6171796,15"
"""313890 MACHACALIS"";31470;1523002,28"
"""313900 MACHADO"";157383;16517606,03"
"""313920 MALACACHETA"";208448;6525825,94"
"""313930 MANGA"";73067;9807495,15"
"""313940 MANHUACU"";1358765;104194141,71"
"""313950 MANHUMIRIM"";280078;20004957,72"
"""313960 MANTENA"";246836;7969337,61"
"""313980 MAR DE ESPANHA"";31793;1381074,46"
"""313990 MARIA DA FE"";40918;865617,06"
"""314000 MARIANA"";961348;10001671,77"
"""314050 MARTINHO CAMPOS"";51703;618410,09"
"""314070 MATEUS LEME"";190065;3690372,38"
"""314090 MATIPO"";115105;3621732,24"
"""314110 MATOZINHOS"";49574;2346003,13"
"""314120 MATUTINA"";1558;131172,01"
"""314140 MEDINA"";142564;7014546,20"
"""314150 MENDES PIMENTEL"";6062;1298799,18"
"""314160 MERCES"";38837;1391140,04"
"""314180 MINAS NOVAS"";194245;8061936,18"
"""314190 MINDURI"";1569;76314,71"
"""314200 MIRABELA"";54237;3339916,33"
"""314220 MIRAI"";53721;1927219,07"
"""314240 MOEMA"";22461;796483,24"
"""314260 MONSENHOR PAULO"";15623;1128186,59"
"""314270 MONTALVANIA"";28314;2712322,71"
"""314280 MONTE ALEGRE DE MINAS"";36839;3252153,23"
"""314290 MONTE AZUL"";226840;7813868,78"
"""314300 MONTE BELO"";44896;1230639,24"
"""314310 MONTE CARMELO"";280483;23142393,86"
"""314320 MONTE SANTO DE MINAS"";56102;4169258,52"
"""314330 MONTES CLAROS"";5575147;603185879,82"
"""314350 MORADA NOVA DE MINAS"";12522;678685,49"
"""314390 MURIAE"";4335781;299592470,21"
"""314400 MUTUM"";79017;3236948,82"
"""314410 MUZAMBINHO"";133553;3108090,38"
"""314430 NANUQUE"";327092;9598572,14"
"""314450 NAZARENO"";1339;352657,81"
"""314460 NEPOMUCENO"";100677;2997261,86"
"""314470 NOVA ERA"";74638;1143410,18"
"""314480 NOVA LIMA"";936993;31270383,56"
"""314500 NOVA PONTE"";14201;1012778,26"
"""314510 NOVA RESENDE"";22118;997792,14"
"""314520 NOVA SERRANA"";347670;20176168,84"
"""314530 NOVO CRUZEIRO"";61267;3691602,93"
"""314560 OLIVEIRA"";926641;35782346,54"
"""314590 OURO BRANCO"";147264;3504036,13"
"""314600 OURO FINO"";200243;9677657,55"
"""314610 OURO PRETO"";1265262;47802943,86"
"""314630 PADRE PARAISO"";71438;3657074,02"
"""314650 PAINS"";1277;533150,17"
"""314670 PALMA"";11091;607279,22"
"""314700 PARACATU"";1405530;34317429,56"
"""314710 PARA DE MINAS"";1754571;69307059,35"
"""314720 PARAGUACU"";48794;3323034,01"
"""314730 PARAISOPOLIS"";53980;2221557,17"
"""314750 PASSABEM"";226;100300,37"
"""314760 PASSA QUATRO"";90315;2448138,13"
"""314770 PASSA TEMPO"";59653;973797,24"
"""314790 PASSOS"";4163693;297537462,86"
"""314800 PATOS DE MINAS"";3435211;139258085,27"
"""314810 PATROCINIO"";1179338;66922372,24"
"""314860 PECANHA"";284502;16911226,72"
"""314870 PEDRA AZUL"";135939;8951454,93"
"""314910 PEDRALVA"";9685;508599,56"
"""314930 PEDRO LEOPOLDO"";108866;6847094,22"
"""314980 PERDIZES"";32852;2012461,40"
"""314990 PERDOES"";82949;2523747,12"
"""315030 PIEDADE DO RIO GRANDE"";9329;323000,60"
"""315050 PIMENTA"";876;363049,76"
"""315080 PIRANGA"";25310;868880,21"
"""315110 PIRAPETINGA"";45168;1577561,22"
"""315120 PIRAPORA"";1174062;51654795,79"
"""315140 PITANGUI"";247667;4282661,38"
"""315150 PIUMHI"";797000;23561901,88"
"""315170 POCO FUNDO"";154534;14422706,11"
"""315180 POCOS DE CALDAS"";3279891;245792345,58"
"""315190 POCRANE"";608;200300,38"
"""315200 POMPEU"";60635;3340721,81"
"""315210 PONTE NOVA"";2981206;158613588,56"
"""315220 PORTEIRINHA"";190368;6621245,10"
"""315240 POTE"";32914;972825,26"
"""315250 POUSO ALEGRE"";6801752;313304957,55"
"""315260 POUSO ALTO"";43334;796138,17"
"""315270 PRADOS"";17979;1054469,58"
"""315280 PRATA"";64202;4051457,72"
"""315290 PRATAPOLIS"";5289;92475,58"
"""315310 PRESIDENTE BERNARDES"";623;184083,33"
"""315340 PRESIDENTE OLEGARIO"";2869;1408886,75"
"""315400 RAUL SOARES"";88829;6764954,93"
"""315410 RECREIO"";6230;1646771,45"
"""315420 RESENDE COSTA"";184622;3109395,00"
"""315430 RESPLENDOR"";412922;11020207,37"
"""315460 RIBEIRAO DAS NEVES"";744323;18752346,50"
"""315470 RIBEIRAO VERMELHO"";4464;375745,89"
"""315490 RIO CASCA"";19882;1648127,95"
"""315520 RIO ESPERA"";329;135733,97"
"""315550 RIO PARANAIBA"";26441;909431,94"
"""315560 RIO PARDO DE MINAS"";39739;3388942,30"
"""315570 RIO PIRACICABA"";60625;962570,27"
"""315580 RIO POMBA"";202877;8617049,28"
"""315590 RIO PRETO"";14643;681870,28"
"""315600 RIO VERMELHO"";27330;835921,84"
"""315640 ROMARIA"";6;1586,23"
"""315660 RUBIM"";22598;1288201,61"
"""315670 SABARA"";225284;8846246,01"
"""315680 SABINOPOLIS"";61458;3645091,17"
"""315690 SACRAMENTO"";161323;5630126,99"
"""315700 SALINAS"";458201;22425774,07"
"""315710 SALTO DA DIVISA"";5823;752528,84"
"""315720 SANTA BARBARA"";136212;4605469,63"
"""315770 SANTA JULIANA"";6947;883270,56"
"""315780 SANTA LUZIA"";1145960;31811317,49"
"""315790 SANTA MARGARIDA"";22492;2426385,59"
"""315800 SANTA MARIA DE ITABIRA"";1432;87271,76"
"""315820 SANTA MARIA DO SUACUI"";107340;6147635,09"
"""315930 SANTA RITA DE JACUTINGA"";16914;632570,17"
"""315960 SANTA RITA DO SAPUCAI"";1259984;22435453,62"
"""315980 SANTA VITORIA"";10383;2619673,50"
"""315990 SANTO ANTONIO DO AMPARO"";316252;17293319,74"
"""316040 SANTO ANTONIO DO MONTE"";422562;17904001,82"
"""316070 SANTOS DUMONT"";322619;18126991,13"
"""316100 SAO DOMINGOS DO PRATA"";94430;1769073,05"
"""316110 SAO FRANCISCO"";75784;10414976,84"
"""316200 SAO GONCALO DO SAPUCAI"";65832;4250059,67"
"""316210 SAO GOTARDO"";106487;8839256,91"
"""316220 SAO JOAO BATISTA DO GLORIA"";51787;434090,92"
"""316240 SAO JOAO DA PONTE"";70471;6773489,50"
"""316250 SAO JOAO DEL REI"";2240226;124256436,66"
"""316257 SAO JOAO DO MANTENINHA"";1299;210232,83"
"""316270 SAO JOAO DO PARAISO"";72252;3659152,35"
"""316280 SAO JOAO EVANGELISTA"";141891;5475797,95"
"""316290 SAO JOAO NEPOMUCENO"";75517;3333852,00"
"""316292 SAO JOAQUIM DE BICAS"";87;53042,69"
"""316370 SAO LOURENCO"";1245222;86349589,01"
"""316390 SAO PEDRO DA UNIAO"";7293;226780,18"
"""316420 SAO ROMAO"";5602;641328,45"
"""316430 SAO ROQUE DE MINAS"";494;157813,86"
"""316470 SAO SEBASTIAO DO PARAISO"";2763289;136837184,40"
"""316500 SAO TIAGO"";40426;1178267,62"
"""316530 SAO VICENTE DE MINAS"";23746;824287,94"
"""316553 SARZEDO"";49;73500,00"
"""316570 SENADOR FIRMINO"";3581;283435,08"
"""316680 SERRA DO SALITRE"";24352;3123543,45"
"""316690 SERRANIA"";3878;309131,95"
"""316710 SERRO"";192457;11618059,67"
"""316720 SETE LAGOAS"";4420169;159975138,66"
"""316800 TAIOBEIRAS"";1054427;54466288,28"
"""316840 TARUMIRIM"";31559;12370045,70"
"""316860 TEOFILO OTONI"";3248023;238283396,88"
"""316870 TIMOTEO"";883005;24967940,33"
"""316890 TIROS"";3942;403471,73"
"""316920 TOMBOS"";7949;337518,82"
"""316930 TRES CORACOES"";1323671;51794069,51"
"""316935 TRES MARIAS"";103080;5147306,04"
"""316940 TRES PONTAS"";615756;33270308,22"
"""316960 TUPACIGUARA"";144745;1405914,88"
"""316970 TURMALINA"";149749;8874249,81"
"""316990 UBA"";2417783;97352740,97"
"""317010 UBERABA"";5400469;367326487,06"
"""317020 UBERLANDIA"";10239774;688193066,40"
"""317040 UNAI"";784969;26957119,18"
"""317043 UNIAO DE MINAS"";5570;506368,18"
"""317052 URUCUIA"";32036;1632549,94"
"""317070 VARGINHA"";2468969;218905878,46"
"""317080 VARZEA DA PALMA"";52393;4585389,80"
"""317090 VARZELANDIA"";61739;1432651,51"
"""317100 VAZANTE"";38932;2528498,52"
"""317120 VESPASIANO"";60539;7255452,80"
"""317130 VICOSA"";1793239;61300382,73"
"""317160 VIRGEM DA LAPA"";5138;416644,94"
"""317170 VIRGINIA"";23022;777622,10"
"""317180 VIRGINOPOLIS"";76088;2517260,33"
"""317200 VISCONDE DO RIO BRANCO"";531071;24406021,25"
"""320010 AFONSO CLAUDIO"";133729;4170607,43"
"""320020 ALEGRE"";39819;3107849,02"
"""320040 ANCHIETA"";59420;2362969,10"
"""320050 APIACA"";32290;322585,96"
"""320060 ARACRUZ"";1427203;37988103,88"
"""320070 ATILIO VIVACQUA"";8079;156361,53"
"""320080 BAIXO GUANDU"";279795;5029410,07"
"""320090 BARRA DE SAO FRANCISCO"";204272;14604045,84"
"""320100 BOA ESPERANCA"";34212;982200,40"
"""320120 CACHOEIRO DE ITAPEMIRIM"";5889566;338459299,96"
"""320130 CARIACICA"";2116862;72011443,78"
"""320140 CASTELO"";99218;3887940,78"
"""320150 COLATINA"";3880789;271055772,02"
"""320170 CONCEICAO DO CASTELO"";11247;282295,17"
"""320190 DOMINGOS MARTINS"";352482;5086366,34"
"""320210 ECOPORANGA"";24996;2609350,05"
"""320230 GUACUI"";733503;41289171,36"
"""320240 GUARAPARI"";519056;13131914,57"
"""320245 IBATIBA"";25881;1732382,09"
"""320280 ITAPEMIRIM"";731936;37248356,70"
"""320290 ITARANA"";24419;576606,45"
"""320300 IUNA"";86049;4546156,29"
"""320305 JAGUARE"";23938;1329436,85"
"""320310 JERONIMO MONTEIRO"";630695;9532367,89"
"""320313 JOAO NEIVA"";44641;1175309,41"
"""320316 LARANJA DA TERRA"";21420;586431,48"
"""320320 LINHARES"";3871374;157901966,27"
"""320340 MIMOSO DO SUL"";135289;3471191,32"
"""320350 MONTANHA"";39539;2328564,07"
"""320360 MUCURICI"";11813;1202559,94"
"""320370 MUNIZ FREIRE"";28004;776383,26"
"""320380 MUQUI"";23299;960124,46"
"""320390 NOVA VENECIA"";182917;6748117,58"
"""320400 PANCAS"";3018;275775,60"
"""320405 PEDRO CANARIO"";37736;2762902,14"
"""320410 PINHEIROS"";48338;1521271,61"
"""320435 RIO BANANAL"";3402;225727,60"
"""320450 SANTA LEOPOLDINA"";63308;9134780,33"
"""320455 SANTA MARIA DE JETIBA"";73088;5167785,05"
"""320460 SANTA TERESA"";626188;30100084,17"
"""320470 SAO GABRIEL DA PALHA"";60968;1145900,40"
"""320480 SAO JOSE DO CALCADO"";82159;17335227,96"
"""320490 SAO MATEUS"";2761631;87953829,05"
"""320500 SERRA"";12936473;380514794,64"
"""320503 VARGEM ALTA"";8857;832123,87"
"""320506 VENDA NOVA DO IMIGRANTE"";369702;24885642,90"
"""320520 VILA VELHA"";7420234;425869096,17"
"""320530 VITORIA"";13731017;707229704,05"
"""330010 ANGRA DOS REIS"";1668087;69107065,08"
"""330015 APERIBE"";88143;3299956,05"
"""330020 ARARUAMA"";951574;37448593,54"
"""330022 AREAL"";1754;845865,15"
"""330023 ARMACAO DOS BUZIOS"";394693;12927827,64"
"""330025 ARRAIAL DO CABO"";368291;6781825,85"
"""330030 BARRA DO PIRAI"";962294;28482434,61"
"""330040 BARRA MANSA"";1944945;176514609,81"
"""330045 BELFORD ROXO"";1029564;70382618,46"
"""330050 BOM JARDIM"";95856;4300237,80"
"""330060 BOM JESUS DO ITABAPOANA"";2001303;86373507,75"
"""330070 CABO FRIO"";1576125;86783708,72"
"""330080 CACHOEIRAS DE MACACU"";243013;9577140,59"
"""330090 CAMBUCI"";126330;6836616,50"
"""330100 CAMPOS DOS GOYTACAZES"";14084201;460056329,82"
"""330110 CANTAGALO"";178405;9160196,32"
"""330120 CARMO"";146410;2987142,69"
"""330130 CASIMIRO DE ABREU"";139251;10018438,76"
"""330140 CONCEICAO DE MACABU"";18597;2362589,24"
"""330150 CORDEIRO"";61371;4100085,23"
"""330160 DUAS BARRAS"";44141;1138707,89"
"""330170 DUQUE DE CAXIAS"";12099022;442441082,94"
"""330180 ENGENHEIRO PAULO DE FRONTIN"";59290;1162427,05"
"""330185 GUAPIMIRIM"";1637746;15259296,21"
"""330190 ITABORAI"";3486644;51419215,35"
"""330200 ITAGUAI"";1262386;20649157,77"
"""330210 ITAOCARA"";105996;4522109,38"
"""330220 ITAPERUNA"";3808434;282980657,28"
"""330225 ITATIAIA"";118610;3632069,44"
"""330227 JAPERI"";189691;1336133,39"
"""330230 LAJE DO MURIAE"";8734;325896,04"
"""330240 MACAE"";4236844;132621377,89"
"""330250 MAGE"";4050940;27241899,14"
"""330260 MANGARATIBA"";167019;6731909,29"
"""330270 MARICA"";5095161;81296716,90"
"""330280 MENDES"";85344;1249102,83"
"""330285 MESQUITA"";901917;29009777,64"
"""330290 MIGUEL PEREIRA"";318963;9630607,57"
"""330300 MIRACEMA"";175389;7449504,50"
"""330310 NATIVIDADE"";59748;2169659,02"
"""330320 NILOPOLIS"";1292020;34649231,41"
"""330330 NITEROI"";10267573;307233062,16"
"""330340 NOVA FRIBURGO"";2479263;127826340,38"
"""330350 NOVA IGUACU"";9886277;222274653,32"
"""330360 PARACAMBI"";80559;4615548,92"
"""330370 PARAIBA DO SUL"";991231;44523524,42"
"""330380 PARATY"";716279;8985876,61"
"""330390 PETROPOLIS"";8610495;310425480,47"
"""330395 PINHEIRAL"";93945;1809752,87"
"""330400 PIRAI"";505088;12716063,48"
"""330411 PORTO REAL"";193745;5885277,81"
"""330412 QUATIS"";70447;951349,54"
"""330414 QUEIMADOS"";611885;28427720,31"
"""330415 QUISSAMA"";991286;15981318,18"
"""330420 RESENDE"";1036173;54742144,17"
"""330430 RIO BONITO"";925506;43023181,47"
"""330440 RIO CLARO"";31134;1489625,47"
"""330450 RIO DAS FLORES"";32580;999061,94"
"""330452 RIO DAS OSTRAS"";1543611;17762620,59"
"""330455 RIO DE JANEIRO"";76624380;3315049531,89"
"""330460 SANTA MARIA MADALENA"";64543;1906742,72"
"""330470 SANTO ANTONIO DE PADUA"";353600;13201163,90"
"""330475 SAO FRANCISCO DE ITABAPOANA"";254445;4254075,27"
"""330480 SAO FIDELIS"";408596;23323245,92"
"""330490 SAO GONCALO"";10333650;288650120,65"
"""330500 SAO JOAO DA BARRA"";858557;11489473,43"
"""330510 SAO JOAO DE MERITI"";1380492;80317991,53"
"""330515 SAO JOSE DO VALE DO RIO PRETO"";117330;2105066,55"
"""330520 SAO PEDRO DA ALDEIA"";183153;8402472,18"
"""330530 SAO SEBASTIAO DO ALTO"";35873;2198112,82"
"""330540 SAPUCAIA"";9799;249851,08"
"""330550 SAQUAREMA"";1393513;26028089,66"
"""330555 SEROPEDICA"";245108;4178874,30"
"""330560 SILVA JARDIM"";61568;1089856,65"
"""330570 SUMIDOURO"";21628;1224349,49"
"""330575 TANGUA"";90958;1443289,74"
"""330580 TERESOPOLIS"";2200030;126462365,69"
"""330590 TRAJANO DE MORAES"";28728;1517858,38"
"""330600 TRES RIOS"";1315096;45939996,16"
"""330610 VALENCA"";889629;71142259,55"
"""330615 VARRE-SAI"";8982;783399,63"
"""330620 VASSOURAS"";1881947;128908170,14"
"""330630 VOLTA REDONDA"";8906245;292743449,97"
"""350010 ADAMANTINA"";1036598;41292767,79"
"""350030 AGUAI"";9358;583099,73"
"""350050 AGUAS DE LINDOIA"";29306;3033643,27"
"""350070 AGUDOS"";43820;3036979,25"
"""350100 ALTINOPOLIS"";159945;2707228,44"
"""350110 ALTO ALEGRE"";3177;192709,72"
"""350130 ALVARES MACHADO"";68786;1584699,06"
"""350160 AMERICANA"";1415848;60384796,40"
"""350170 AMERICO BRASILIENSE"";769889;43317881,57"
"""350190 AMPARO"";1096411;52463029,77"
"""350210 ANDRADINA"";566350;19445349,82"
"""350220 ANGATUBA"";176886;4162311,59"
"""350250 APARECIDA"";861086;30345034,19"
"""350260 APARECIDA D'OESTE"";3843;179461,40"
"""350270 APIAI"";287932;8507330,07"
"""350280 ARACATUBA"";3209209;229294905,87"
"""350310 ARANDU"";919;174444,13"
"""350320 ARARAQUARA"";3257338;183918602,86"
"""350330 ARARAS"";2382474;85565221,77"
"""350340 AREALVA"";1415;275778,85"
"""350390 ARUJA"";346096;6779284,67"
"""350400 ASSIS"";1998207;88866339,48"
"""350410 ATIBAIA"";446478;14260103,54"
"""350420 AURIFLAMA"";71372;7400908,75"
"""350450 AVARE"";1421869;63321009,37"
"""350490 BANANAL"";445;13786,89"
"""350520 BARIRI"";158234;5021979,65"
"""350530 BARRA BONITA"";302101;7467532,84"
"""350550 BARRETOS"";5196453;426282942,28"
"""350570 BARUERI"";8166431;166272385,28"
"""350580 BASTOS"";53167;2509123,61"
"""350590 BATATAIS"";851664;29741150,33"
"""350600 BAURU"";8092804;372297061,95"
"""350610 BEBEDOURO"";912470;22681216,84"
"""350630 BERNARDINO DE CAMPOS"";74897;2015406,58"
"""350635 BERTIOGA"";199727;8639700,48"
"""350640 BILAC"";4071;393419,90"
"""350650 BIRIGUI"";644562;29764134,74"
"""350670 BOA ESPERANCA DO SUL"";3494;93751,04"
"""350680 BOCAINA"";10490;578683,37"
"""350700 BOITUVA"";388128;7569046,67"
"""350710 BOM JESUS DOS PERDOES"";11416;554331,30"
"""350740 BORBOREMA"";163813;2099591,03"
"""350750 BOTUCATU"";8436377;421404029,89"
"""350760 BRAGANCA PAULISTA"";3502896;182667136,63"
"""350790 BROTAS"";149388;2548903,12"
"""350810 BURITAMA"";75681;2244062,42"
"""350840 CABREUVA"";43482;1418893,86"
"""350850 CACAPAVA"";680532;17801414,14"
"""350860 CACHOEIRA PAULISTA"";68749;1272457,68"
"""350870 CACONDE"";136550;10350926,44"
"""350880 CAFELANDIA"";63106;2234143,08"
"""350900 CAIEIRAS"";337311;15746903,79"
"""350920 CAJAMAR"";432876;5124106,24"
"""350930 CAJOBI"";19728;1155391,20"
"""350940 CAJURU"";233232;11580889,63"
"""350950 CAMPINAS"";20565864;1145969110,61"
"""350960 CAMPO LIMPO PAULISTA"";852313;18460615,01"
"""350970 CAMPOS DO JORDAO"";709820;28045974,32"
"""351000 CANDIDO MOTA"";156410;6758717,04"
"""351020 CAPAO BONITO"";309109;13246071,39"
"""351040 CAPIVARI"";338926;13699068,72"
"""351050 CARAGUATATUBA"";3863020;131785983,59"
"""351060 CARAPICUIBA"";3166381;104549996,48"
"""351070 CARDOSO"";35251;983116,00"
"""351080 CASA BRANCA"";342852;15667299,89"
"""351100 CASTILHO"";61210;1709057,97"
"""351110 CATANDUVA"";4146232;216951823,32"
"""351140 CERQUEIRA CESAR"";76970;3433564,21"
"""351150 CERQUILHO"";154834;2370244,19"
"""351160 CESARIO LANGE"";51768;1838521,80"
"""351170 CHARQUEADA"";24883;737377,89"
"""351190 CLEMENTINA"";16351;649397,85"
"""351200 COLINA"";49853;7079549,38"
"""351210 COLOMBIA"";107;63874,68"
"""351220 CONCHAL"";103466;5074467,52"
"""351230 CONCHAS"";10058;683282,22"
"""351280 COSMOPOLIS"";202015;6836617,21"
"""351300 COTIA"";2104296;86851838,54"
"""351310 CRAVINHOS"";18383;916904,38"
"""351340 CRUZEIRO"";1626700;46577541,67"
"""351350 CUBATAO"";2066441;45141682,31"
"""351360 CUNHA"";116795;4050638,32"
"""351370 DESCALVADO"";202870;6694598,05"
"""351380 DIADEMA"";6609523;161629981,18"
"""351390 DIVINOLANDIA"";363222;36050844,34"
"""351410 DOIS CORREGOS"";256786;3560129,88"
"""351440 DRACENA"";945863;34299258,04"
"""351450 DUARTINA"";165125;3067582,01"
"""351500 EMBU DAS ARTES"";206931;17795428,87"
"""351510 EMBU-GUACU"";7419;3406230,28"
"""351518 ESPIRITO SANTO DO PINHAL"";1546486;49539777,68"
"""351520 ESTRELA D'OESTE"";36500;1173000,50"
"""351540 FARTURA"";74205;2093946,86"
"""351550 FERNANDOPOLIS"";1126230;37625635,87"
"""351570 FERRAZ DE VASCONCELOS"";949184;41252783,68"
"""351600 FLORIDA PAULISTA"";37642;1532912,10"
"""351620 FRANCA"";4453318;289284265,19"
"""351630 FRANCISCO MORATO"";2164224;63583357,50"
"""351640 FRANCO DA ROCHA"";1158671;59992893,06"
"""351660 GALIA"";15409;385138,14"
"""351670 GARCA"";681137;34219483,39"
"""351690 GENERAL SALGADO"";37538;1170904,52"
"""351700 GETULINA"";44429;334806,49"
"""351740 GUAIRA"";282541;12641858,37"
"""351760 GUAPIARA"";21330;1065403,67"
"""351770 GUARA"";66709;2450623,78"
"""351780 GUARACAI"";22061;1029139,22"
"""351820 GUARARAPES"";139710;4460433,44"
"""351830 GUARAREMA"";262901;3311100,28"
"""351840 GUARATINGUETA"";1388116;70382045,56"
"""351860 GUARIBA"";151169;4208309,89"
"""351870 GUARUJA"";3975630;127477686,08"
"""351880 GUARULHOS"";13688789;469134227,32"
"""351900 HERCULANDIA"";47462;2726392,41"
"""351907 HORTOLANDIA"";882876;24812348,58"
"""351910 IACANGA"";8696;484412,15"
"""351930 IBATE"";50733;2816382,97"
"""351940 IBIRA"";37257;1033346,83"
"""351960 IBITINGA"";527367;23236180,67"
"""351970 IBIUNA"";17785;10773617,10"
"""351990 IEPE"";54245;1787135,75"
"""352010 IGARAPAVA"";294372;5892453,71"
"""352040 ILHABELA"";209397;11771339,04"
"""352044 ILHA SOLTEIRA"";375244;13877945,20"
"""352050 INDAIATUBA"";2957314;121466345,32"
"""352070 INDIAPORA"";21198;725113,48"
"""352090 IPAUSSU"";64690;1841022,34"
"""352130 IPUA"";117473;5134184,02"
"""352170 ITABERA"";104998;2385130,27"
"""352180 ITAI"";27615;1211319,47"
"""352190 ITAJOBI"";63954;1179822,37"
"""352210 ITANHAEM"";3048086;68301220,94"
"""352220 ITAPECERICA DA SERRA"";2793059;100183680,01"
"""352230 ITAPETININGA"";1923536;55350345,66"
"""352240 ITAPEVA"";1557513;71792150,34"
"""352250 ITAPEVI"";2231010;86860811,99"
"""352260 ITAPIRA"";1976017;72303910,34"
"""352270 ITAPOLIS"";569508;19033218,28"
"""352280 ITAPORANGA"";90350;2967651,93"
"""352290 ITAPUI"";49458;630178,25"
"""352310 ITAQUAQUECETUBA"";3433819;94115265,80"
"""352320 ITARARE"";931032;13064194,63"
"""352340 ITATIBA"";725906;28102403,47"
"""352350 ITATINGA"";33163;737154,60"
"""352360 ITIRAPINA"";35521;481368,90"
"""352390 ITU"";2360634;95330616,47"
"""352400 ITUPEVA"";283144;6917845,14"
"""352410 ITUVERAVA"";597202;30554906,68"
"""352420 JABORANDI"";12531;259309,31"
"""352430 JABOTICABAL"";801627;16424980,43"
"""352440 JACAREI"";3064656;114506056,85"
"""352450 JACI"";804054;25837025,21"
"""352470 JAGUARIUNA"";1206509;25936590,73"
"""352480 JALES"";1554398;69025056,16"
"""352520 JARINU"";21635;819895,59"
"""352530 JAU"";7262904;368533912,81"
"""352550 JOANOPOLIS"";31716;445656,24"
"""352570 JOSE BONIFACIO"";93903;4439963,08"
"""352590 JUNDIAI"";6627052;313520234,08"
"""352600 JUNQUEIROPOLIS"";126009;3306701,95"
"""352620 JUQUITIBA"";80;32169,44"
"""352640 LARANJAL PAULISTA"";377237;9173894,54"
"""352670 LEME"";1308860;31633121,03"
"""352680 LENCOIS PAULISTA"";564764;19920515,86"
"""352690 LIMEIRA"";3853427;211810824,53"
"""352710 LINS"";1217468;56847484,32"
"""352720 LORENA"";1756074;48630479,60"
"""352730 LOUVEIRA"";446893;11315528,69"
"""352740 LUCELIA"";67556;1348901,54"
"""352800 MACATUBA"";43020;1847068,80"
"""352810 MACAUBAL"";4210;152009,60"
"""352850 MAIRIPORA"";417126;6554090,90"
"""352880 MARACAI"";33806;2113580,36"
"""352900 MARILIA"";5211516;384219272,12"
"""352920 MARTINOPOLIS"";165282;5464151,54"
"""352930 MATAO"";1520249;74052728,20"
"""352940 MAUA"";4287453;93946932,29"
"""352970 MIGUELOPOLIS"";94489;3297634,92"
"""353010 MIRANDOPOLIS"";427914;18244451,71"
"""353030 MIRASSOL"";83745;4800298,22"
"""353050 MOCOCA"";771638;35118931,79"
"""353060 MOGI DAS CRUZES"";13171753;334980992,18"
"""353070 MOGI GUACU"";2267958;90735000,44"
"""353080 MOGI MIRIM"";1170854;51601529,55"
"""353110 MONGAGUA"";33155;1425155,65"
"""353130 MONTE ALTO"";610237;27154988,98"
"""353140 MONTE APRAZIVEL"";97666;5489423,71"
"""353150 MONTE AZUL PAULISTA"";82170;7553964,39"
"""353180 MONTE MOR"";82044;3282308,06"
"""353190 MORRO AGUDO"";213783;9590620,61"
"""353200 MORUNGABA"";12437;789574,84"
"""353240 NAZARE PAULISTA"";50499;1118777,10"
"""353250 NEVES PAULISTA"";3026;174999,34"
"""353260 NHANDEARA"";167057;6350983,24"
"""353290 NOVA EUROPA"";16832;721637,47"
"""353300 NOVA GRANADA"";119457;3151693,85"
"""353340 NOVA ODESSA"";323633;4411927,42"
"""353350 NOVO HORIZONTE"";457926;18099707,21"
"""353390 OLIMPIA"";713129;25055891,75"
"""353430 ORLANDIA"";171388;6407016,57"
"""353440 OSASCO"";7452990;199866358,29"
"""353460 OSVALDO CRUZ"";287656;10186160,43"
"""353470 OURINHOS"";2239504;106915629,00"
"""353475 OUROESTE"";27388;974684,12"
"""353490 PACAEMBU"";4200;126098,62"
"""353520 PALMEIRA D'OESTE"";38891;995461,50"
"""353530 PALMITAL"";166454;5739335,30"
"""353540 PANORAMA"";21128;600284,65"
"""353550 PARAGUACU PAULISTA"";1412779;29577751,93"
"""353580 PARANAPANEMA"";48884;1666772,30"
"""353600 PARAPUA"";18539;732704,54"
"""353620 PARIQUERA-ACU"";1950109;67867384,75"
"""353630 PATROCINIO PAULISTA"";73902;3017499,67"
"""353650 PAULINIA"";1661252;36545410,05"
"""353660 PAULO DE FARIA"";8752;204698,36"
"""353670 PEDERNEIRAS"";279042;11272368,67"
"""353700 PEDREGULHO"";46831;2618771,52"
"""353710 PEDREIRA"";112102;4614155,82"
"""353730 PENAPOLIS"";518590;30580968,31"
"""353740 PEREIRA BARRETO"";67262;2803369,91"
"""353760 PERUIBE"";20759;713674,85"
"""353780 PIEDADE"";328992;8621232,49"
"""353790 PILAR DO SUL"";75991;2455544,44"
"""353800 PINDAMONHANGABA"";1141617;53619798,90"
"""353860 PIRACAIA"";41422;1206802,39"
"""353870 PIRACICABA"";5679281;367966844,70"
"""353880 PIRAJU"";192589;5958022,19"
"""353890 PIRAJUI"";359632;9545714,51"
"""353900 PIRANGI"";28901;2254122,66"
"""353930 PIRASSUNUNGA"";430081;17000365,99"
"""353940 PIRATININGA"";61180;518569,42"
"""353950 PITANGUEIRAS"";149421;5760685,26"
"""353980 POA"";60237;1202352,93"
"""354000 POMPEIA"";87245;1336924,64"
"""354020 PONTAL"";131475;4800324,90"
